id;calle3;numero;depto_normal;manzana_normal;lote_normal
343025;B° EL HORNERO MZ 4 CS 9;S/N;;;
343026;B° M.TORO MZ.G CS.2;S/N;;MZ.G;
343027;B° EL HORNERO M:F;S/N;C:02;;
343028;B° SAN LUIS XV(15) M:;S/N;CC:25;;
343029;B° EL HORNERO MZ.C CS.25;S/N;;MZ.C;
343030;B° L.RODRIGUEZ M:D;S/N;C:4;;
343031;B° J.F.BOGADO MZ.B CS.5;S/N;;MZ.B;
343032;B° EL HORNERO MZ.A CS.17;S/N;;MZ.A;
343033;B° M.TIBILETTI CS.45;S/N;;;
343034;B° SAN LUIS XVI M:02;S/N;C:05;;
343035;109 VIVIENDAS M:;S/N;FC:10;;
343036;B° SAN LUIS XV M:;S/N;I C:1;;
343037;B° EL LINCE;S/N;;;
343038;B° MANUEL LEZCANO M:N;S/N;C:13;;
343039;B° MANUEL LEZCANO M:;S/N;H C28;;
343040;B° 80 VIV M:;S/N;BC:18;;
343041;SAN LUIS XV M: C;S/N;C:07;;
343042;Bø M.TORO;S/N;LC:10;;
343043;109 VIV. MZ.A CS.15;S/N;;MZ.A;
343044;B° L.RODRIGUEZ MZ.B CS.14;S/N;;MZ.B;
343045;B° M.TORO M:Q C:2;S/N;;;
343046;BøS.LUIS 26 MZ.4 CS.2;S/N;;;
343047;Bø M.TORO MZ.G CASA 24;S/N;;MZ.G;
343048;B° LUCAS RODRIGUEZ MZ:C;S/N;C:17;;
343049;Bø MAXIMILIANO TORO M:I;S/N;C:24;;
343050;B°EL LINCE M:23;S/N;C:20;;
343051;B° M.TORO;S/N;E C21;;
343052;B° J.DEL SUR MZ.C CS.9;S/N;;MZ.C;
343053;B° 114 VIV. MZ.193 CS.17;S/N;;;
343054;B° L.RODRIGUEZ MZ.P CS.15;S/N;;;
343055;B° L.RODRIGUEZ MZ.V CS.8;S/N;;;
343056;B° LUCAS RODRIGUEZ M:;S/N;Y C19;;
343057;B° J.DEL SUR MZ.M CS.3;S/N;;;
343058;B° 110 VIV. MZ.194 CS.27;S/N;;;
343059;B° L.RODRIGUEZ MZ:Z CS:21;S/N;;;
343060;Bø LUCAS RODRIGUEZ M:B;S/N;C:21;;
343061;BøM.LEZCANO MZ.F CS.12;S/N;;MZ.F;
343062;B° JARDIN SUR MZ:;S/N;DC:06;;
343063;B°E.DEL SUR MZ.E C.69;S/N;;MZ.E;
343064;B° J.F.BOGADO MZ.LL CS.4;S/N;;;
343065;Bø500 VIV SUR M:113 C:5;S/N;;;
343066;Bø JARDIN DEL SUR M:;S/N;B.C21;;
343067;Bø 80 VIV M:C C:4;S/N;;;
343068;B°SAN LUIS XXIII M:B C:28;S/N;;;
343069;B° 544 VDAS MZ.J CS.8;S/N;;;
343070;RUTA NAC.146 KM 129;S/N;S/N;;
343071;B° M.TORO MZ.G CS.26;S/N;;MZ.G;
343072;B° J.DIOS GARRO M:B2 C:10;S/N;;;
343073;Bø JUAN DE DIOS GARRO MZ;S/N;QC:8;;
343074;B° L.RODRIGUEZ MZ.G CS.13;S/N;;MZ.G;
343075;B° PUCARA MZ.E C.9;S/N;;MZ.E;
343076;B° L.RODRIGUEZ MZ.3 CS.9;S/N;;;
343077;B° M.LEZCANO MZ.N CS.12;S/N;;;
343078;B° EL LINCE MZ.16 CS.2;S/N;;;
343079;B° 544 VIVIENDAS MZ: V;S/N;C: 21;;
343080;B° EL LINCE MZ.25 C.19;S/N;;;
343081;Bø L.RODRIGUEZ-M.;S/N;A C10;;
343082;B° M.TORO MZ.H;S/N;CS.22;MZ.H;
343083;B° MAX.TORO MZ.I C.3;S/N;;MZ.I;
343084;B° EL LINCE MZ.18 C.25;S/N;;;
343085;B° SAN LUIS XV(15) MZ.F C;S/N;CS.3;MZ.F;
343086;B° L.RODRIGUEZ MZ.R C.24;S/N;;;
343087;B° J.DEL SUR M:H;S/N;C:3;;
343088;B°SAN LUIS XV(15) M.Ñ C.9;S/N;;;
343089;Bø M.TORO MZA D CASA 17;S/N;;;
343090;B°J.D.D.GARRO M:M C:16;S/N;;;
343091;B° E.DEL SUR M:;S/N;C C41;;
343092;Bø SAN LUIS XV(15) MZ:;S/N;I.C16;;
343093;B° J.DE DIOS GARRO MZ F6;S/N;C:5;;
343094;B° L.RODRIGUEZ MZ.F CS.7;S/N;;MZ.F;
343095;B° EL LINCE MZ.13 CS.10;S/N;;;
343096;B° M.LEZCANO M:M C:16;S/N;;;
343097;Bø M.LEZCANO MZ.E CS.17;S/N;;MZ.E;
343098;B° M.TORO MZ:K;S/N;C:16;;
343099;B° MAXIMILIANO TORO MZ:;S/N;HC:11;;
343100;B°544 VIV. MZ.D C.21;S/N;;MZ D;
343101;B° L.RODRIGUEZ MZ.X;S/N;C:1;;
343102;B° 114 VDAS MZ.192 CS.22;S/N;;;
343103;Bø PUCARA MZA A CS 28;S/N;;;
343104;B°M.LEZCANO MZ.E C.22;S/N;;MZ.E;
343105;B° 544 VDAS MZ J- C 24;S/N;;;
343106;Bø FELIX BOGADO MZA:R;S/N;CS:23;;
343107;B° EL LINCE MZ:27 CS:22;S/N;;;
343108;Bø SAN LUIS XV MZA D CS 4;S/N;;;
343109;B° EL LINCE MZ.39 CS.13;S/N;;;
343110;B° EL LINCE MZ.16 C.12;S/N;;;
343111;B° EL LINCE M: 24 C: 13;S/N;;;
343112;B° JARDIN DEL SUR M:;S/N;B C15;;
343113;B° EL LINCE MZ:36 CS:3;S/N;;;
343114;B° FELIX BOGADO M.H;S/N;C:11;;
343115;RUTA NØ 146 KM 6;S/N;C:6;;
343116;MANUEL LEZCANO MZ H;S/N;C.10;;
343117;B° JARDIN DEL SUR MZA C;S/N;C:14;;
343118;B° EL HORNERO MZ.C CS.10;S/N;;MZ.C;
343119;B° E.DEL SUR MZ.C CS.49;S/N;;MZ.C;
343120;Bø EL HORNERO;S/N;H C:4;;
343121;BøJ.DEL SUR MZ. C CS.6;S/N;;;
343122;Bø M TORO M: F C: 22;S/N;;;
343123;B° 544 VIV. MZ.P C.18;S/N;;;
343124;Bø E.DEL SUR M:;S/N;E C37;;
343125;B° J.DE D.GARRO MZ.F CS.;S/N;20;MZ.F;
343126;B° L.RODRIGUEZ MZ.C CS.16;S/N;;MZ.C;
343127;B° M.TORO MZ.B CS.6;S/N;;MZ.B;
343128;M TORO MZN P;S/N;C:4;;
343129;B° JARDIN DEL SUR MZ.I;S/N;C:12;MZ.I;
343130;B° E.DEL SUR M:B C:25;S/N;;;
343131;B° 109 VDAS M:;S/N;B C:2;;
343132;Bø FELIX BOGADO;S/N;Ñ C06;;
343133;B°S.LUIS 15 MZ.E C.6;S/N;;MZ.E;
343134;BøJ.F.BOGADO MZ.E CS.1;S/N;;MZ.E;
343135;B° L.RODRIGUEZ MZ:Y CS:16;S/N;;;
343136;B°S LUIS XXVI(26) MZ.77 C;S/N;CS.16;;
343137;B° EL HORNERO M:H;S/N;C:01;;
343138;B° 114 VIV. MZ:189 CS:9;S/N;;;
343139;B° 544 VIV. MZ.I C.11;S/N;;MZ I;
343140;B°EL HORNERO M:F C:26;S/N;;;
343141;B° PUCARA M:;S/N;BC:16;;
343142;Bø M.TORO MZ.A CS.05;S/N;;MZ.A;
343143;JUAN DE DIOS GARRO MZ:A1;S/N;C:23;;
343144;B° S.LUIS 23 MZ.B CS.5;S/N;;MZ.B;
343145;B° EL HORNERO MZ.8 CS.10;S/N;;;
343146;B° EL LINCE MZ.15;S/N;C.15;;
343147;B° M.TIBILETTI CS.45;S/N;;;
343148;Bø M.LEZCANO;S/N;B.C18;;
343149;BøEL LINCE MZ.17 C.20;S/N;;;
343150;B° PUCARA MZA F;S/N;C:03;;
343151;B°F.BOGADO MZ.A C.16;S/N;;MZ.A;
343152;B° L. RODRIGUEZ MZZ.E CS.;S/N;15;;
343153;B° S LUIS XV M:J C:5;S/N;;;
343154;B° M.LEZCANO MZ.K CS.20;S/N;;;
343155;Bø 544 VIV.MZ:;S/N;B C18;;
343156;B° J.DE DIOS GARRO MZ.C.3;S/N;3 CS.;MZ.C;
343157;B°L.RODRIGUEZ MZ.A CS.20;S/N;;MZ.A;
343158;B°J.DE DIOS GARRO M:L12;S/N;C:12;;
343159;LUCAS RODRIGUEZ M:;S/N;QC:21;;
343160;B° J.DE DIOS GARRO MZ:;S/N;A1C16;;
343161;B° SAN LUIS 14 MZ.G CS 2;S/N;;MZ.G;
343162;BøEL LINCE MZ:39 CS:21;S/N;;;
343163;B° 200 VDAS MZ-D CS-1;S/N;;;
343164;Bø EL LINCE MZ.13 C.12;S/N;;;
343165;Bø M.TORO M:;S/N;F.C20;;
343166;B° M.TORO MZ.E CS.10;S/N;;MZ.E;
343167;BøEL LINCE MZ.21 C.16;S/N;;;
343168;B° 544 VDAS M;S/N;L 22;;
343169;B° PADRE MUJICA M:;S/N;C C11;;
343170;B° J.F.BOGADO MZ.E CS.10;S/N;;MZ.E;
343171;B° M.TORO MZ.F CS.21;S/N;;MZ.F;
343172;B° MANUEL LEZCANO M:;S/N;G C16;;
343173;B° M.LEZCANO MZ.H C.3;S/N;;MZ.H;
343174;B° M.TORO MZ.M C.8;S/N;;;
343175;B° LUCAS RODRIGUEZ M: T;S/N;C:10;;
343176;B° PUCARA M:;S/N;E.C3;;
343177;Bø ESTRELLA DEL SUR;S/N;C C53;;
343178;RIOBAMBA RUTA 7;S/N;;;
343179;Bø J.F.BOGADO MZ:;S/N;C.C18;;
343180;B° EL HORNERO M:;S/N;AC:14;;
343181;B° EL LINCE MZ:15 CS:27;S/N;;;
343182;B° SAN LUIS XV(15) MZ.E C;S/N;CS.2;MZ.E;
343183;Bø JARDIN DEL SUR;S/N;HC:10;;
343184;B° J.F.BOGADO M:B C:28;S/N;;;
343185;B° J.F.BOGADO MZ.B C.11;S/N;;MZ.B;
343186;B° E.DEL SUR MZ.B CS.22;S/N;;MZ.B;
343187;B°JARDIN SUR MZ.E C.27;S/N;;MZ.E;
343188;B° J.F.BOGADO MZ:K CS:19;S/N;;;
343189;B° SAN LUIS XV(15) MZ.H C;S/N;CS.28;MZ.H;
343190;BøLUCAS RODRIGUEZ M:H8;S/N;C:25;;
343191;B° MANUEL LEZCANO M: M;S/N;C:17;;
343192;B° EL LINCE MZ.21 CS.18;S/N;;;
343193;B° EL LINCE MZ.36 CS.2;S/N;;;
343194;B°FRESNOS AMERICANOS M:;S/N;DC:1;;
343195;B° J.DE DIOS GARRO M:G7;S/N;C: 15;;
343196;544 VDAS MZ A;S/N;C.05;;
343197;Bø L.RODRIGUEZ M:;S/N;E C:9;;
343198;B° S.LUIS 26 MZ.4 CS.13;S/N;;;
343199;B° M.LEZCANO MZ.H CS.24;S/N;;MZ.H;
343200;RUTA NAC.Nø146 SUR;S/N;KM130;;
343201;B° 544 VIV. MZ.D C.25;S/N;;MZ D;
343202;B° EL HORNERO M:H;S/N;C:20;;
343203;B° L.RODRIGUEZ M:;S/N;Z C:8;;
343204;Bø SAN LUIS XV(15);S/N;CC:26;;
343205;B° L.RODRIGUEZ MZ.V C.6;S/N;;;
343206;PUCARA;S/N;D C:4;;
343207;B°S.LUIS XV(15) MZ.N C.16;S/N;;;
343208;B° L.RODRIGUEZ M:;S/N;T C20;;
343209;B° M.TORO MZ.K CS.21;S/N;;;
343210;B° SAN LUIS 23 M:D;S/N;C:13;;
343211;B° PUCARA M:A C:10;S/N;;;
343212;B° 544 VIV. MZ.K CS.16;S/N;;;
343213;B° EL HORNERO MZ.I 21;S/N;;MZ.I;
343214;B° J.F.BOGADO MZ.O CS.13;S/N;;;
343215;Bø L.RODRIGUEZ MZ.Y CS.8;S/N;;;
343216;B° J.DEL SUR M:D C:12;S/N;;;
343217;B°J.DEL SUR MZ.H C.12;S/N;;MZ.H;
343218;B° L.RODRIGUEZ MZ.E CS.1;S/N;;MZ.E;
343219;B°EL HORNERO MZ.D C.12;S/N;;MZ.D;
343220;B°F. AMERICANOS MZ E CS 4;S/N;;;
343221;B°M. LEZCANO MZ.I;S/N;C:3;MZ.I;
343222;B° J.F.BOGADO MZ:J CS:11;S/N;;;
343223;B° M.LEZCANO MZ.L CS.2;S/N;;;
343224;B° SAN LUIS XV M:I;S/N;C:12;;
343225;B° EL HORNERO MZ.A C.23;S/N;;MZ.A;
343226;B° EL HORNERO M:;S/N;A C15;;
343227;544 VDAS;S/N;G C:7;;
343228;B° EL HORNERO;S/N;PB 5;;
343229;B° EL LINCE MZ.21 CS.24;S/N;;;
343230;BøSAN LUIS 15 M:1 C:10;S/N;;;
343231;Bø M.TORO M:;S/N;J C10;;
343232;Bø M.TORO M:;S/N;F.C25;;
343233;JUAN DE DIOS GARRO MZA Ñ;S/N;C:19;;
343234;B°EL HORNERO MZ:J CS:19;S/N;;;
343235;B°JARDIN SUR MZ.B C.13;S/N;;MZ.B;
343236;Bø SAN LUIS XV(15);S/N;C:20;;
343237;B° 30 VDAS M:A;S/N;C:25;;
343238;B°M.TORO MZ.B;S/N;C.11;MZ.B;
343239;Bø 114 VIV. M:187 C:7;S/N;;;
343240;B° SAN LUIS XV M:;S/N;I.C15;;
343241;RUTA 145 Y RUTA 17;S/N;S/N;;
343242;B° M.TORO MZ.G CS.6;S/N;;MZ.G;
343243;Bø EL HORNERO MZ.G;S/N;C::16;MZ.G;
343244;B° J.DE DIOS GARRO MZ.C C;S/N;CS.21;MZ.C;
343245;Bø M.TORO MZA Q CASA 11;S/N;;;
343246;B°J.DIOS GARRO MZ.F6 C.7;S/N;;MZ.F;
343247;Bø SAN LUIS XXIII;S/N;BC:11;;
343248;B° JARDIN DEL SUR M:;S/N;J C10;;
343249;B° M.TORO MZ.L CS.7;S/N;;;
343250;B° ESTRELLA DEL SUR MZ:;S/N;FC:90;;
343251;B° E.DEL SUR M:E C:75;S/N;;;
343252;B° 500 V. SUR M: 105;S/N;C: 13;;
343253;B° EL HORNERO M:F C:8;S/N;;;
343254;Bø SAN LUIS XXIII;S/N;B C:3;;
343255;B° 544 VIV. M:;S/N;D C:4;;
343256;S.SEGADO Y MAIPU SUR;S/N;S/N;;
343257;544 VDAS MZ B;S/N;C.22;;
343258;RIOBAMBA Y CIUDAD DEL ROS;S/N;;;
343259;Bø L.RODRIGUEZ;S/N;Y C:2;;
343260;B° PUCARA M:;S/N;B C12;;
343261;B° FRESNOS AMERICANOS M:;S/N;E C:9;;
343262;B° VALLES DEL SOL M:;S/N;J C15;;
343263;RUTA 34 CAMP LAS PIEDRITA;S/N;LOTE2;;
343264;544 VIVIENDAS M:N;S/N;17;;
343265;Bø EL HORNERO;S/N;E C:5;;
343266;B° FELIX BOGADO M: I;S/N;C:4;;
343267;Bø SAN LUIS 26 MZ.2 C.20;S/N;;;
343268;Bø 544 VIV.;S/N;L-12;;
343269;B° J.DE DIOS GARRO M:J;S/N;C:13;;
343270;B° EL LINCE;S/N;;;
343271;B° SAN LUIS XV(15) MZ.N C;S/N;CS.7;;
343272;B° M.TORO MZ.L CS.3;S/N;;;
343273;Bø 110 VDAS MZ.194 CS.28;S/N;;;
343274;B° MANUEL LEZCANO M:A;S/N;C:01;;
343275;B° J.F.BOGADO MZ: J;S/N;C:5;;
343276;BøM.TORO MZ.O C:15;S/N;;;
343277;B° 544 VIV. M:M;S/N;C:25;;
343278;B° J.DE DIOS GARRO M:M;S/N;C:5;;
343279;BøSAN LUIS 26 MZA 1 CS 20;S/N;;;
343280;B° JARDIN DEL SUR MZ.;S/N;DC:10;;
343281;BøM.TORO M:I C:25;S/N;;;
343282;BøJUAN DE DIOS GARRO M:A1;S/N;C:17;;
343283;B° EL LINCE MZ.36 CS.15;S/N;;;
343284;B° 544 VIV. MZ:;S/N;CC:25;;
343285;B° J.DEL SUR MZ:F CS:3;S/N;;;
343286;B° 109 VIV.M:;S/N;F C:3;;
343287;B° M.LEZCANO MZ.D CS.12;S/N;;MZ.D;
343288;B° 544 VIV. MZ.B CS.15;S/N;;MZ B;
343289;B° 544 VDAS M:;S/N;AC:11;;
343290;B°EL HORNERO MZ.F C.3;S/N;;MZ.F;
343291;B° L.RODRIGUEZ M:U C:2;S/N;;;
343292;B° VIRGEN DE LUJAN M:;S/N;BC:36;;
343293;B° M.LEZCANO MZ.M CS.13;S/N;;;
343294;B° M.TORO;S/N;F C17;;
343295;B° M.LEZCANO MZ.G CS.18;S/N;;MZ.G;
343296;B° EL LINCE M:18 CS.5;S/N;;;
343297;B° 544 VIV. MZ.J CS.1;S/N;;;
343298;B°SAN LUIS XXVI(26) MZ.2;S/N;C.10;;
343299;B° SAN LUIS XV M:;S/N;J C14;;
343300;B° L.RODRIGUEZ MZ.Z C.4;S/N;;;
343301;Bø L.RODRIGUEZ;S/N;A-2;;
343302;B° J.F.BOGADO MZ.D CS.24;S/N;;MZ.D;
343303;B°S.LUIS XV MZ:H CS:21;S/N;;;
343304;B° SAN LUIS XV(15) MZ.L;S/N;C:23;;
343305;BøJARDIN DEL SUR M:E C:22;S/N;;;
343306;B° EL LINCE MZ.25 CS.3;S/N;;;
343307;B° J.F.BOGADO MZ.N CS.07;S/N;;;
343308;Bø M.TORO MZA E CASA 4;S/N;;;
343309;B°J.DE DIOS GARRO MZ.F 6;S/N;C:25;MZ.F;
343310;B° EL LINCE MZ.15 CS.7;S/N;;;
343311;B° L.RODRIGUEZ MZ.E CS.10;S/N;;MZ.E;
343312;Bø J.F.BOGADO M:;S/N;G.C11;;
343313;B° J.F.BOGADO M:L;S/N;C:8;;
343314;BøSAN LUIS XV MZ.F CS.1;S/N;;MZ.F;
343315;B° E.DEL SUR MZ.A CS.6;S/N;;MZ.A;
343316;Bø LUCAS RODRIGUEZ;S/N;O C02;;
343317;B° J.F.BOGADO MZ.D CS.21;S/N;;MZ.D;
343318;B° M.TORO M:;S/N;D C13;;
343319;LOS FRESNOS AMERICANOS M:;S/N;EC:01;;
343320;Bø M.LEZCANO;S/N;FC:8;;
343321;B° J.F.BOGADO MZ.C CS.26;S/N;;MZ.C;
343322;B° F.BOGADO MZ.C CS.6;S/N;;MZ.C;
343323;B° EL HORNERO M:08;S/N;C:08;;
343324;B° SAN LUIS XV MZ:;S/N;L.C22;;
343325;B° M.LEZCANO MZ.F CS.23;S/N;;MZ.F;
343326;B°J.D.DIOS GARRO M:D4 C:8;S/N;;;
343327;B° M.LEZCANO MZ.J CS.19;S/N;;;
343328;BøEL LINCE MZ. 16 C.14;S/N;;;
343329;B° EL LINCE MZ.30 CS.8;S/N;;;
343330;B° 124 VIV.MZ 307 CS 19;S/N;;;
343331;B° EL LINCE MZ.40 CS.23;S/N;;;
343332;B° SAN LUIS XV(15) MZ.L C;S/N;CS.12;;
343333;B° EL LINCE MZ.14 C.6;S/N;;;
343334;B°EL LINCE MZ.25 C.4;S/N;;;
343335;B° SAN LUIS XXVIMZ.M CS.9;S/N;;;
343336;B° PUCARA MZ E;S/N;C.05;;
343337;B° EL HORNERO MZ:I CS:15;S/N;;;
343338;B° L.RODRIGUEZ MZ.E C.14;S/N;;MZ.E;
343339;B° M.LEZCANO MZ.E CS.19;S/N;;MZ.E;
343340;B° JARDIN SUR M:;S/N;C C24;;
343341;BøMANUEL LEZCANO M:J;S/N;C: 5;;
343342;B° M.TORO MZ:Q CS.8;S/N;;;
343343;B° M.TORO MZ.A CS.7;S/N;;MZ.A;
343344;B° EL HORNERO MZ.13 C.12;S/N;;;
343345;B° M.LEZCANO MZ.A;S/N;C:5;MZ.A;
343346;F.AMERICANO MZ:;S/N;A.C 7;;
343347;MAXIMILIANO TORO;S/N;A C10;;
343348;B° EL HORNERO DTO.8 P.BAJ;S/N;;;
343349;B° L.RODRIGUEZ MZ.V CS.6;S/N;;;
343350;B° EL HORNERO MZ.F CS.25;S/N;;MZ.F;
343351;B°J.F.BOGADO M:E;S/N;C:13;;
343352;B° PUCARA MZ.A C.8;S/N;;MZ.A;
343353;Bø FELIX BOGADO MZ:A;S/N;C:15;;
343354;BøSAN LUIS XV MZ.J;S/N;CS.11;;
343355;B° EL HORNERO MZ.B CS.17;S/N;;MZ.B;
343356;RUTA NAC.NØ146;S/N;KM.6.;;
343357;B° L.RODRIGUEZ MZ.R C.7;S/N;;;
343358;Bø M.TORO M:;S/N;O C:8;;
343359;B° EL LINCE MZ.25 C.15;S/N;;;
343360;Bø M.TORO;S/N;DC:24;;
343361;B° 544 VIV. MZ.;S/N;A C:6;;
343362;RUTA 146 SUR CS.129;S/N;;;
343363;B° 544 VIV. M:D;S/N;C:24;;
343364;B° SAN LUIS XV M:E;S/N;C:05;;
343365;B° M.TORO MZ.E CS.9;S/N;;MZ.E;
343366;B° SERRANIAS PUNT M: 27;S/N;C:17;;
343367;B° V.DE LUJAN MZ B C.27;S/N;;;
343368;B° L.RODRIGUEZ MZ.V C.9;S/N;;;
343369;B° L.RODRIGUEZ M:;S/N;P.C26;;
343370;B° V DE LUJAN MZ.C CS.41;S/N;;MZ.C;
343371;B° M.LEZCANO MZ:H CS:19;S/N;;;
343372;Bø M.LEZCANO;S/N;M C23;;
343373;SAN LUIS XV MZ B;S/N;C.01;;
343374;Bø SAN LUIS XV(15);S/N;GC:16;;
343375;PJE FRAGA;S/N;1036;;
343376;B° 109 VIV MZA.;S/N;E C:5;;
343377;PADRE MUJICA M: G C: 1;S/N;;;
343378;Bø M.TORO M:;S/N;G C18;;
343379;BøL.RODRIGUEZ MZ.Z CS.17;S/N;;;
343380;B° L.RODRIGUEZ M:H;S/N;C:7;;
343381;BøEL LINCE MZ.21 CS.20;S/N;;;
343382;BøJ DE DIOS GARRO M G7 C6;S/N;;;
343383;Bø M.TORO MZ.K C.12;S/N;;;
343384;B°J.DIOS GARRO MZ.F6 C.21;S/N;;MZ.F;
343385;BøJ.D.DIOS GARRO M.O C.7;S/N;;;
343386;B° VIRGEN DE LUJAN MZ.A;S/N;CS.21;MZ.A;
343387;B° SAN LUIS XV(15) MZ.B C;S/N;CS.4;MZ.B;
343388;B° 544 VIV. M:V;S/N;C:02;;
343389;Bø 544 VIV. M:;S/N;Q C:5;;
343390;B° J.DE DIOS GARRO M:;S/N;Q C:3;;
343391;B° M.LEZCANO M:;S/N;A.C17;;
343392;Bø200 V.MUNICIPAL M:;S/N;DC:20;;
343393;Bø L.RODRIGUEZ M:;S/N;D.C10;;
343394;B° M.TORO MZ.E CS.11;S/N;;MZ.E;
343395;B° EL LINCE MZ.24 CS.01;S/N;;;
343396;B° 80 VDAS;S/N;MBC17;;
343397;B° L.RODRIGUEZ MZ.C C.14;S/N;;MZ.C;
343398;B° 544 VIV. M:T;S/N;C:12;;
343399;B° M.LEZCANO MZ.L CS.18;S/N;;;
343400;BøLOS F.AMERICANOS M:;S/N;B C10;;
343401;B° L.RODRIGUEZ MZ.5 CS.10;S/N;;;
343402;B° SAN LUIS XI(11);S/N;;;
343403;Bø F.BOGADO MZ.O CS.8;S/N;;;
343404;B° M.TORO MZ.M CS.11;S/N;;;
343405;B° E.DEL SUR MZ:A;S/N;C:04;;
343406;JARDIN DEL SUR M. D;S/N;C:26;;
343407;B° SAN LUIS 15 MZ:C CS:21;S/N;;;
343408;Bø J.DE DIOS GARRO M:;S/N;DC:41;;
343409;Bø M.TORO M: F;S/N;C:10;;
343410;T.ARGENTINOS CS.312;S/N;;;
343411;B° PADRE MUJICA M:;S/N;D C:9;;
343412;B° J.DEL SUR MZ.6 CS.12;S/N;;;
343413;B° J.F.BOGADO MZ.I C.5;S/N;;MZ.I;
343414;B° EL LINCE MZ.22 CS.13;S/N;;;
343415;B° 544 VIV. M:K C:21;S/N;;;
343416;Bø L.RODRIGUEZM.'Z'-C.22-;S/N;;;
343417;B°J.F.BOGADO M:K;S/N;C:28;;
343418;BøEL LINCE MZ.22 CS.1;S/N;;;
343419;B° 544 VIV. MZ:T CS:2;S/N;;;
343420;B° EL LINCE MZ:17 CS:25;S/N;;;
343421;Bø J.F.BOGADO M:;S/N;L C11;;
343422;B° 544 VIV. M: N;S/N;C:30;;
343423;B° 544 VDAS MZ.N CS 26;S/N;;;
343424;B° EL LINCE MZ:24 CS:9;S/N;;;
343425;B° 544 VIV. MZ.A CS.26;S/N;;MZ A;
343426;B° EL LINCE MZ.39 C.5;S/N;;;
343427;B° EL LINCE MZA 17 CS 11;S/N;;;
343428;B° E.DEL SUR MZ:C CS:52;S/N;;;
343429;B° F.BOGADO MZ.LL CS.26;S/N;;;
343430;B°EL LINCE MZ.36 C.17;S/N;;;
343431;Bø EL HORNERO;S/N;MBC20;;
343432;BøF.BOGADO MZ.K C.8;S/N;;;
343433;BøMANUEL LEZCANO M:C;S/N;C:23;;
343434;B° PUCARA MZ:B;S/N;C:16;;
343435;B° 544 VIV. M:;S/N;I C:5;;
343436;B° SAN LUIS XV MZ.I CS.5;S/N;;MZ.I;
343437;Bø 544 VIV.;S/N;FC:02;;
343438;B°J.DE DIOS GARRO M:;S/N;P C10;;
343439;B° EL HORNERO M:;S/N;F C20;;
343440;JOSE ZABALA;S/N;421;;
343441;B° EL LINCE MZ.25 CS.27;S/N;;;
343442;BøF.BOGADO MZ.K C.10;S/N;;;
343443;B°J.P.PAYER MZ.3 C.10;S/N;;;
343444;Bø JARDIN DEL SUR M:;S/N;C C:3;;
343445;CHACHO PEÑALOZA B;S/N;1514;;
343446;Bø SAN LUIS 26 MZA 5 CS 8;S/N;;;
343447;B° M.LEZCANO MZ.I;S/N;C:8;MZ.I;
343448;BøL.RODRIGUEZ MZ.T C.15;S/N;;;
343449;RUTA 146 KM 6;S/N;;;
343450;BOCA DE TIGRE;S/N;;;
343451;B° PUCARA MZ:D CS:02;S/N;;;
343452;B° EL LINCE MZ.20 CS.13;S/N;;;
343453;B° L.RODRIGUEZ MZ.F;S/N;C: 1;MZ.F;
343454;B°J.P.PAYER MZ.3 C.12;S/N;;;
343455;B° EL HORNERO MZ.A CS.12;S/N;;MZ.A;
343456;B°J.DE DIOS GARRO MZ.D-4;S/N;C.22;MZ.D;
343457;B° JARDIN SUR MZ.D CS.20;S/N;;MZ.D;
343458;B°J.D.D.GARRO MZ.LL C.12;S/N;;;
343459;B° EL HORNERO MZ.F CS.16;S/N;;MZ.F;
343460;B° 544 VIV. MZ.J CS.18;S/N;;;
343461;B°J.DEL SUR MZ.I C.25;S/N;;MZ.I;
343462;B° 544 VIV. MZ.Q CS.22;S/N;;;
343463;Bø 30 VDAS;S/N;A C:9;;
343464;BøFRESNOS A. MZ.E C.2;S/N;;MZ.E;
343465;B° EL HORNERO M:D C:28;S/N;;;
343466;B° M.LEZCANO MZ.E C.20;S/N;;MZ.E;
343467;B°M.TORO MZ.E C.6;S/N;;MZ.E;
343468;Bø EL HORNERO MZ.4 CS.14;S/N;;;
343469;B° EL HORNERO MZ:C C:1;S/N;;;
343470;B° 544 VIV. MZ.C CS.28;S/N;;MZ C;
343471;B° EL HORNERO MZ.F CS.4;S/N;;MZ.F;
343472;FELIX BOGADO M: N;S/N;C:26;;
343473;B° J.DIOS GARRO M:N CS:27;S/N;;;
343474;B° M.TORO MZ.A C.10;S/N;;MZ.A;
343475;Bø FELIX BOGADO;S/N;H C:2;;
343476;B°L.RODRIGUEZ MZ.H CS.13;S/N;;MZ.H;
343477;B°L.RODRIGUEZ M:;S/N;S C11;;
343478;B° EL HORNERO MZ.6 CS.8;S/N;;;
343479;Bø500 VIV SUR M:112;S/N;C:3;;
343480;B° 544 VDAS M:A;S/N;C:07;;
343481;B° M.LEZCANO MZ.I CS.10;S/N;;MZ.I;
343482;B° S.LUIS XV MZ.M C 6;S/N;;;
343483;Bø 544 VIV. MZNA. V;S/N;C.06;;
343484;BøEL HORNERO MZ:;S/N;EC:11;;
343485;BøM.LEZCANO MZ.K C.15;S/N;;;
343486;B° VIRGEN DE LUJAN M:;S/N;CC:13;;
343487;BøF.AMERICANOS MZ:;S/N;AC:24;;
